PartNumber,MFR
04G001618A27PM,ASU
04G001618A28,ASU
04G001618A30,ASU
04G001618A40,ASU
04G001618A50,ASU
04G001618A52,ASU
04G001618A60,ASU
04G001618A63,ASU
04G001618A70,ASU
04G001618A72,ASU
04G001618A73,ASU
04G001618A80,ASU
04G001618A90,ASU
04G001618A92,ASU
04G001618A95,ASU
04G001619601,ASU
04G001619903,ASU
04G001619912,ASU
04G001619920DP,ASU
04G001619930DP,ASU
04G001619941DP,ASU
04G001619A01,ASU
04G001619A02,ASU
04G001619A02PM,ASU
04G001619A03,ASU
04G001619A04,ASU
04G001619A05,ASU
04G001619A20,ASU
04G001619A21,ASU
04G001619A21PM,ASU
04G001619A22,ASU
04G001619A30,ASU
04G001619A31,ASU
04G001619A40,ASU
04G001619A41,ASU
04G001619A50,ASU
04G001619A70,ASU
04G001619A80,ASU
12002-00082400,ASU
13NB05Y1T51011,ASU
90NB0871-R80010,ASU
90NB0871-R80020,ASU
90NB08U0-R80040,ASU
90NB08U0-R80050,ASU
90NB08V0-R80020,ASU
90NB08V0-R80030,ASU
A2500H-MR01,ASU
G1S-MR01,ASU
G1S-MR02,ASU
G50V-MR01,ASU
00GK4,DEL
061WY,DEL
093VH,DEL
09WKP,DEL
0G6T2,DEL
0JH14,DEL
0K952,DEL
0K963,DEL
0T9RC,DEL
0X23C,DEL
116V2,DEL
11X7D,DEL
1474G,DEL
18P2N,DEL
1N7HK,DEL
1V30P,DEL
1WT39,DEL
1WWCR,DEL
1XY77,DEL
1Y255,DEL
21NHW,DEL
25RV3,DEL
2C0KN,DEL
2CK3D,DEL
2GH6F,DEL
2HF92,DEL
2J55C,DEL
2K1KW,DEL
2MKP4,DEL
2WYX3,DEL
2YH1K,DEL
300KG,DEL
3024V,DEL
30WGV,DEL
32WYH,DEL
33M2V,DEL
36FTX,DEL
3D9HM,DEL
3FX6M,DEL
3GRW4,DEL
3R5G7,DEL
3W79M,DEL
3X41T,DEL
3XWJ8,DEL
3Y180,DEL
3Y182,DEL
47J5J,DEL
4K122,DEL
4PXGC,DEL
4W053,DEL
4W424,DEL
4WYKP,DEL
4XT6J,DEL
4YGTK,DEL
4YRP4,DEL
51RV8,DEL
52X0P,DEL
531R8,DEL
560NY,DEL
5C68R,DEL
5FD11,DEL
5H5PW,DEL
5HYYJ,DEL
5K6W3,DEL
5U981,DEL
60KD4,DEL
61H6H,DEL
659F8,DEL
66GKY,DEL
69M9V,DEL
6CY34,DEL
6DXDG,DEL
6G648,DEL
6G649,DEL
6HN1R,DEL
6KWTV,DEL
6V50C,DEL
6VDX7,DEL
6WMDN,DEL
6YV57,DEL
710KM,DEL
739XR,DEL
75C2V,DEL
77.10637.110,DEL
77DN1,DEL
78.92046.561,DEL
7C75G,DEL
7H18C,DEL
7H8J8,DEL
7M68T,DEL
7N020,DEL
7NNYD,DEL
7TYMV,DEL
821PJ,DEL
86G10,DEL
8C7JC,DEL
8H68R,DEL
8MWF4,DEL
8TPWF,DEL
8W049,DEL
8XHDX,DEL
8Y12P,DEL
96FYX,DEL
9CXF2,DEL
9D0YH,DEL
9G35F,DEL
9J5WF,DEL
9JXK3,DEL
9U529,DEL
9V62Y,DEL
9W02G,DEL
9XY4G,DEL
9Y5D6,DEL
A0215246,DEL
A0360949,DEL
A0461941,DEL
A0740419,DEL
A0743743,DEL
A1166165,DEL
A1279367,DEL
A2251711,DEL
AW000097,DEL
C1KCN,DEL
C4X05,DEL
C59WN,DEL
C6332,DEL
C6842,DEL
C6844,DEL
C741M,DEL
C97R3,DEL
CC04T,DEL
CCYYJ,DEL
CD39H,DEL
CDT82,DEL
CG790,DEL
CM633,DEL
CM766,DEL
CMY0F,DEL
CND02,DEL
CP5NF,DEL
CRXJ6,DEL
CV122,DEL
CX3DP,DEL
CX613,DEL
D1003,DEL
D6064,DEL
D6467,DEL
D6492,DEL
D8226,DEL
D8389,DEL
D8390,DEL
D841D,DEL
DG209,DEL
DG29K,DEL
DG405,DEL
"DIMM,4GB,1600,1RX8,4G,DDR3L,SME",DEL
"DIMM,4GB,3200,1RX16,8G,DDR4,NS",DEL
"DIMM,8GB,2400,1RX8,8G,DDR4,NUPRO",DEL
"DIMM,8GB,3200,1RX8,8G,DDR4,NS",DEL
DM0KY,DEL
DNKMJ,DEL
DP143,DEL
DTT5N,DEL
DW1P4,DEL
DWM24,DEL
F073F,DEL
F4H35,DEL
F4W2Y,DEL
F618N,DEL
F626D,DEL
F6761,DEL
F679F,DEL
F6802,DEL
F6806,DEL
F680F,DEL
FDFM2,DEL
FDMRM,DEL
FDN6D,DEL
FKYN2,DEL
FN6XK,DEL
FWDM1,DEL
FYHV1,DEL
G105G,DEL
G210M,DEL
G230N,DEL
G353N,DEL
G481D,DEL
G484D,DEL
G760G,DEL
G761G,DEL
G8197,DEL
G89G2,DEL
G8NT0,DEL
GDN7X,DEL
GGRRT,DEL
GJDKY,DEL
GKMX8,DEL
GM099,DEL
GR115,DEL
GR82X,DEL
GRFJC,DEL
GT494,DEL
GTWW1,DEL
GY3XH,DEL
GY767,DEL
H132M,DEL
H14WP,DEL
H14YP,DEL
H275C,DEL
H299F,DEL
H337G,DEL
H338G,DEL
H339D,DEL
H386T,DEL
H3N4M,DEL
H4028,DEL
H4287,DEL
H5155,DEL
H57Y9,DEL
H5DDH,DEL
H8226,DEL
H8227,DEL
H92GF,DEL
H92NK,DEL
H959F,DEL
H993F,DEL
HKYF9,DEL
HMNTG,DEL
HN963,DEL
HN971,DEL
HT212,DEL
HU006,DEL
HW5M5,DEL
HWNDG,DEL
HXHNG,DEL
HXXM1,DEL
HY8F3,DEL
HYXPX,DEL
J019G,DEL
J020G,DEL
J160C,DEL
J166G,DEL
J597T,DEL
J69DF,DEL
J6YDF,DEL
J97GC,DEL
JF1YD,DEL
JGGC1,DEL
JJP6W,DEL
JP210,DEL
JR980,DEL
JTF95,DEL
JU509,DEL
JV263,DEL
JYCYY,DEL
K075P,DEL
K19F6,DEL
K1THM,DEL
K2M26,DEL
K374T,DEL
K4124,DEL
K5314,DEL
K537G,DEL
K5R0G,DEL
K67DJ,DEL
KD654,DEL
KN2NM,DEL
KN991,DEL
KPVTX,DEL
KR8MT,DEL
KRVFX,DEL
KT32J,DEL
KTH1G,DEL
KU350,DEL
KU354,DEL
KX960,DEL
M015F,DEL
M0VW4,DEL
M128G,DEL
M129G,DEL
M18XD,DEL
M2H48,DEL
M470T6554CZ3-CE6,DEL
M494N,DEL
M4YC8,DEL
M66GV,DEL
M9VDN,DEL
M9VK3,DEL
MFWN8,DEL
MGY5T,DEL
MKYF9,DEL
MPKNH,DEL
MT18HTF12872DY40EA1,DEL
MT5V6,DEL
MVPT4,DEL
N0966,DEL
N262N,DEL
N2M64,DEL
N6DDG,DEL
N852H,DEL
N85YJ,DEL
ND063,DEL
ND2MV,DEL
NN734,DEL
NN876,DEL
NRV3H,DEL
NV0PG,DEL
NWMX1,DEL
NXDH5,DEL
NY190,DEL
P223C,DEL
P382H,DEL
P4T2F,DEL
P84RC,DEL
P859852-1060211,DEL
P8782-RB,DEL
P884D,DEL
P9RN2,DEL
PHR4H,DEL
PK4TR,DEL
PK533,DEL
PKCG9,DEL
PMP7H,DEL
PN419,DEL
PN424,DEL
PP102,DEL
PT2C5,DEL
PT4JW,DEL
PTJTT,DEL
PX062,DEL
PX72C,DEL
PXWG2,DEL
R3382,DEL
R47C6,DEL
RFFVH,DEL
RJ370,DEL
RKR5J,DEL
RMXH4,DEL
RP226,DEL
RY5Y0,DEL
SNPD6599C/1G,DEL
T2F8K,DEL
T3569,DEL
T6KGP,DEL
T791D,DEL
T8695,DEL
TD3KX,DEL
TJ1DY,DEL
TJ266,DEL
TP9W1,DEL
TW149,DEL
TX3GV,DEL
TX758,DEL
TX760,DEL
TXJ7J,DEL
TXPXF,DEL
U142D,DEL
U143D,DEL
U8622,DEL
UR202,DEL
UR211,DEL
UT491,DEL
UY457,DEL
V0M5R,DEL
V19M7,DEL
V1RX3,DEL
V1XC8,DEL
V4XGP,DEL
V51K2,DEL
V89WF,DEL
VHC6T,DEL
VJ2Y0,DEL
VNRG5,DEL
VR648,DEL
VT8FP,DEL
VT8HM,DEL
W089D,DEL
W090D,DEL
W21KG,DEL
W579C,DEL
W83TC,DEL
W840D,DEL
WF5TP,DEL
WG435,DEL
WG440,DEL
WG7GM,DEL
WGKKV,DEL
WK007,DEL
WM548,DEL
WM551,DEL
WM552,DEL
WP466,DEL
WPRH5,DEL
WTHG4,DEL
WVRDR,DEL
WVVJ3,DEL
X078D,DEL
X079D,DEL
X1F1C,DEL
X3R5M,DEL
X5FKM,DEL
X830D,DEL
X8388,DEL
XG2VK,DEL
XG691,DEL
XG700,DEL
XJHT2,DEL
XP150,DEL
XP151,DEL
XP4XH,DEL
XRDH9,DEL
XW6VT,DEL
Y10KJ,DEL
Y52C4,DEL
Y54D0,DEL
Y5GP7,DEL
Y64TP,DEL
Y7N41,DEL
Y7W7C,DEL
Y898N,DEL
Y8R2G,DEL
Y9525,DEL
Y9530,DEL
Y9535,DEL
Y9540,DEL
Y995D,DEL
Y996D,DEL
YG405,DEL
YG410,DEL
YNMHG,DEL
YR6MN,DEL
YXC0V,DEL
16G/PC4-17000S,GPC
16G/PC4-17000U,GPC
16G/PC4-19200S,GPC
16G/PC4-19200U,GPC
16G/PC4-21300S,GPC
16G/PC4-2133P,GPC
16G/PC4-24000U,GPC
16G/PC4-2400T,GPC
16G/PC4-25600S,GPC
16G/PC4-25600U,GPC
16G/PC4-27700U,GPC
16GB/PC4-3200AAS,GPC
1G/PC-2100,GPC
1G/PC2-3200S,GPC
1G/PC2-3200U,GPC
1G/PC2-4200S,GPC
1G/PC2-4200U,GPC
1G/PC2-5300S,GPC
1G/PC2-5300U,GPC
1G/PC2-6400S,GPC
1G/PC2-6400U,GPC
1G/PC-2700,GPC
1G/PC-2700S,GPC
1G/PC3-10600S,GPC
1G/PC3-10600U,GPC
1G/PC-3200,GPC
1G/PC-3200U,GPC
1G/PC3-8500S,GPC
1G/PC3-8500U,GPC
256MB/PC-2100,GPC
256MB/PC-2100S,GPC
256MB/PC-2100U,GPC
256MB/PC2-3200S,GPC
256MB/PC2-3200U,GPC
256MB/PC2-4200S,GPC
256MB/PC2-4200U,GPC
256MB/PC2-5300S,GPC
256MB/PC-2700S,GPC
256MB/PC-2700U,GPC
256MB/PC-3200,GPC
256MB/PC-3200/DDR1,GPC
256MB/PC-3200U,GPC
2G/PC2-5300S,GPC
2G/PC2-5300U,GPC
2G/PC2-6400S,GPC
2G/PC2-6400U,GPC
2G/PC3-10600S,GPC
2G/PC3-10600U,GPC
2G/PC3-12800S,GPC
2G/PC3-12800U,GPC
2G/PC3-8500S,GPC
2G/PC3-8500U,GPC
2G/PC3L-10600S,GPC
2G/PC3L-12800S,GPC
2G/PC3L-12800U,GPC
2G/PC4-17000S,GPC
2G/PC4-17000U,GPC
2G/PC4-19200S,GPC
2G/PC4-19200U,GPC
2G/PC4-2133P,GPC
2G/PC4-2400T,GPC
32G/PC4-21300S,GPC
32G/PC4-21300VS,GPC
32G/PC4-25600S,GPC
4G/PC2-6400S,GPC
4G/PC3-10600S,GPC
4G/PC3-10600U,GPC
4G/PC3-12800S,GPC
4G/PC3-12800U,GPC
4G/PC3-8500S,GPC
4G/PC3L-10600S,GPC
4G/PC3L-12800S,GPC
4G/PC3L-12800U,GPC
4G/PC3L-12900S,GPC
4G/PC3L-14900S,GPC
4G/PC4- 21300U,GPC
4G/PC4-17000S,GPC
4G/PC4-17000U,GPC
4G/PC4-19200S,GPC
4G/PC4-19200U,GPC
4G/PC4-21300S,GPC
4G/PC4-21333S,GPC
4G/PC4-21333U,GPC
4G/PC4-2133P,GPC
4G/PC4-2400T,GPC
4G/PC4-25600S,GPC
4GB/PC4-2666VS,GPC
4GB/PC4-2666VU,GPC
4GB/PC4-3200AAS,GPC
512MB/DDR266GPC,GPC
512MB/PC-2100,GPC
512MB/PC-2100U,GPC
512MB/PC2-3200S,GPC
512MB/PC2-3200U,GPC
512MB/PC2-4200S,GPC
512MB/PC2-4200U,GPC
512MB/PC2-4300U,GPC
512MB/PC2-5300S,GPC
512MB/PC2-5300U,GPC
512MB/PC2-6400U,GPC
512MB/PC-2700S,GPC
512MB/PC-2700U,GPC
512MB/PC-3200,GPC
512MB/PC-3200U,GPC
8G/PC3-10600S,GPC
8G/PC3-12800S,GPC
8G/PC3-12800U,GPC
8G/PC3-8500S,GPC
8G/PC3L-10600S,GPC
8G/PC3L-12800S,GPC
8G/PC3L-12800U,GPC
8G/PC3L-14900S,GPC
8G/PC4- 21300U,GPC
8G/PC4-17000S,GPC
8G/PC4-17000U,GPC
8G/PC4-19200S,GPC
8G/PC4-19200U,GPC
8G/PC4-21300S,GPC
8G/PC4-21333S,GPC
8G/PC4-21333U,GPC
8G/PC4-2133P,GPC
8G/PC4-2133U,GPC
8G/PC4-24000U,GPC
8G/PC4-2400T,GPC
8G/PC4-25600U,GPC
8G/PC4-28800U,GPC
8GB/PC4-2400TS,GPC
8GB/PC4-2400TU,GPC
8GB/PC4-2666V,GPC
8GB/PC4-2666VS,GPC
8GB/PC4-2666VU,GPC
8GB/PC4-3200AAS,GPC
8GB/PC4-3200AAU,GPC
DA193AR-MR01,GPC
DIMM133-128,GPC
DIMM133-256,GPC
KTT3614/256,GPC
KTT3614/512,GPC
KTT-SO100/128,GPC
M2S5108D-PS,GPC
MICRODIMM/512MB/PC2700,GPC
102134,GWY
102182,GWY
102254,GWY
102483,GWY
102554,GWY
102557,GWY
102558,GWY
102559,GWY
102592,GWY
102885,GWY
102892,GWY
103546,GWY
103596,GWY
103717,GWY
103858,GWY
104156,GWY
104159,GWY
104243,GWY
104244,GWY
104248,GWY
104249,GWY
104254,GWY
104321,GWY
104326,GWY
104568,GWY
104822,GWY
104823,GWY
104837,GWY
104900,GWY
104910,GWY
104957,GWY
105011,GWY
105012,GWY
105013,GWY
105014,GWY
105139,GWY
105140,GWY
105153,GWY
105154,GWY
105612,GWY
105810,GWY
105840,GWY
105854,GWY
105855,GWY
105917,GWY
106205,GWY
106231,GWY
106300,GWY
106526,GWY
106527,GWY
106572,GWY
106635,GWY
106721,GWY
106722,GWY
106723,GWY
106834,GWY
106855,GWY
2037227,GWY
2037229,GWY
2037230,GWY
2037680,GWY
2038435,GWY
2038734,GWY
2040262,GWY
2040264,GWY
2040281,GWY
2040283,GWY
2040461,GWY
2040462,GWY
2040463,GWY
2040464,GWY
2522764,GWY
2522765,GWY
2522766,GWY
2522812,GWY
2522824,GWY
2522826,GWY
2522827,GWY
2522828,GWY
2522903,GWY
2522904,GWY
2522905,GWY
2522981,GWY
2523244,GWY
2523253,GWY
2523297,GWY
2523298,GWY
2523395,GWY
3400021,GWY
3400022,GWY
3400023,GWY
3400123,GWY
3400124,GWY
3400575,GWY
3400595,GWY
3400596,GWY
3400597,GWY
3400598,GWY
3400662,GWY
3401778,GWY
3401781,GWY
3401849,GWY
5000239,GWY
5000376,GWY
5000529,GWY
5000532,GWY
5000580,GWY
5000581,GWY
5000582,GWY
5000583,GWY
5000584,GWY
5000616,GWY
5000633,GWY
5000639,GWY
5000642,GWY
5000646,GWY
5000663,GWY
5000664,GWY
5000665,GWY
5000667,GWY
5000674,GWY
5000675,GWY
5000691,GWY
5000692,GWY
5000693,GWY
5000694,GWY
5000702,GWY
5000727,GWY
5000728,GWY
5000729,GWY
5000731,GWY
5000732,GWY
5000734,GWY
5000735,GWY
5000796,GWY
5000797,GWY
5000801,GWY
5000905,GWY
5000913,GWY
5000914,GWY
5000915,GWY
5000954,GWY
5000981,GWY
5000983,GWY
5000984,GWY
5000989,GWY
5000990,GWY
5001045,GWY
5001158,GWY
5001159,GWY
5001160,GWY
5001163,GWY
5001164,GWY
5001165,GWY
5001166,GWY
5001167,GWY
5001168,GWY
5001169,GWY
5001170,GWY
5001171,GWY
5001173,GWY
5001174,GWY
5001175,GWY
5001176,GWY
5001177,GWY
5001179,GWY
5001180,GWY
5001181,GWY
5001183,GWY
5001189,GWY
5001190,GWY
5001191,GWY
5001193,GWY
5001211,GWY
5001215,GWY
5001216,GWY
5001217,GWY
5001231,GWY
5001232,GWY
5001233,GWY
5001234,GWY
5001237,GWY
5001238,GWY
5001239,GWY
5001256,GWY
5001265,GWY
5001270,GWY
5001273,GWY
5001276,GWY
5001277,GWY
5001278,GWY
5001279,GWY
5001280,GWY
5001281,GWY
5006139,GWY
6617567,GWY
6617569,GWY
6617589,GWY
6617592,GWY
6617593,GWY
6617604,GWY
2522824R,GWY
2522903R,GWY
2522904R,GWY
2523096R,GWY
2523161R,GWY
2523224R,GWY
2523232R,GWY
2523298R,GWY
2523309R,GWY
2523342R,GWY
2523367R,GWY
2523368R,GWY
2523383R,GWY
2523416R,GWY
2527649R,GWY
2527650R,GWY
2527652R,GWY
2527653R,GWY
2527664R,GWY
2527666R,GWY
2527711R,GWY
2527717R,GWY
2527752R,GWY
2527777R,GWY
2527833R,GWY
2527834R,GWY
2527907R,GWY
2528052R,GWY
2528157R,GWY
2528158R,GWY
2528182R,GWY
2528263R,GWY
2528336R,GWY
5000989R,GWY
5001167R,GWY
5001168R,GWY
5001170R,GWY
5001174R,GWY
5001180R,GWY
5001181R,GWY
5001183R,GWY
5001189R,GWY
5001190R,GWY
5001191R,GWY
5001193R,GWY
5001195R,GWY
5001196R,GWY
5001197R,GWY
5001233R,GWY
5001270R,GWY
5001277R,GWY
5001279R,GWY
5001280R,GWY
5006075R,GWY
5006076R,GWY
5006077R,GWY
5006107R,GWY
5006115R,GWY
5006116R,GWY
5006118R,GWY
5006119R,GWY
5006136R,GWY
5006154R,GWY
5006163R,GWY
5006164R,GWY
5006165R,GWY
5006175R,GWY
5006187R,GWY
5006188R,GWY
5006189R,GWY
5006190R,GWY
5006193R,GWY
5006195R,GWY
5006196R,GWY
5006197R,GWY
5006199R,GWY
5006200R,GWY
5006202R,GWY
5006203R,GWY
5006204R,GWY
5006205R,GWY
5006206R,GWY
5006207R,GWY
5006211R,GWY
5006212R,GWY
5006213R,GWY
5006214R,GWY
5006215R,GWY
5006216R,GWY
5006218R,GWY
5006219R,GWY
5006220R,GWY
5006221R,GWY
5006222R,GWY
5006226R,GWY
5006231R,GWY
5006236R,GWY
5006237R,GWY
6518GZ 512RAM,GWY
KN.1GB04.012,GWY
KN.1GB0B.024,GWY
KN.1GB0G.018,GWY
KN.2GB01.018,GWY
KN.2GB0B.001,GWY
KN.2GB0B.004,GWY
KN.2GB0G.001,GWY
M6816 MEM,GWY
MEM378T3253FG0-CCC,GWY
MX3560 RAM,GWY
QND1SMEPZZTAX4,GWY
QND1SMEQZZTA89,GWY
QND1SMEQZZTAP4,GWY
QND1SMERZZTAE8,GWY
TMEM368L3223ETM-CCC,GWY
122700-001,HEW
138651-001,HEW
166890-001,HEW
166966-001,HEW
166966-002,HEW
166966-004,HEW
166971-001,HEW
170081-001,HEW
170081-002,HEW
170081-006,HEW
172939-001,HEW
174334-001,HEW
175923-001,HEW
175924-001,HEW
175925-001,HEW
179190-001,HEW
179190-002,HEW
1818-4983,HEW
1818-5623,HEW
1818-6172,HEW
1818-6430,HEW
1818-6730,HEW
1818-6731,HEW
1818-7434,HEW
1818-7495,HEW
1818-7950,HEW
1818-8504,HEW
1818-8505,HEW
1818-8534,HEW
1818-8635,HEW
212681-001,HEW
212682-001,HEW
212683-001,HEW
213859-001,HEW
214049-001,HEW
236512-001,HEW
236513-001,HEW
236656-001,HEW
237121-001,HEW
237122-001,HEW
237122-002,HEW
237122-004,HEW
238879-001,HEW
239189-001,HEW
239190-001,HEW
239886-001,HEW
239886-002,HEW
243115-001,HEW
243117-001,HEW
243117-002,HEW
244399-001,HEW
251577-001,HEW
253861-001,HEW
253915-001,HEW
253941-001,HEW
253942-001,HEW
257526-004,HEW
269085-B25,HEW
269086-B25,HEW
269087-B25,HEW
271174-001,HEW
271462-001,HEW
278017-001,HEW
278066-001,HEW
278067-001,HEW
280873-001,HEW
280874-001,HEW
280875-001,HEW
282433-B21,HEW
282434-B21,HEW
282435-B21,HEW
282436-B21,HEW
285522-001,HEW
285523-001,HEW
285524-001,HEW
285648-001,HEW
285649-001,HEW
285650-001,HEW
287747-001,HEW
288438-001,HEW
292535-001,HEW
301569-001,HEW
301570-001,HEW
314024-002,HEW
314793-001,HEW
314794-001,HEW
314795-001,HEW
314796-001,HEW
317434-001,HEW
317434-001N,HEW
317435-001,HEW
317435-001N,HEW
317436-001,HEW
319326-001,HEW
319327-001,HEW
320669-001,HEW
320670-001,HEW
324700-001,HEW
327168-001,HEW
327265-001,HEW
335697-001,HEW
335698-001,HEW
335699-001,HEW
335700-001,HEW
336996-001,HEW
336997-001,HEW
336998-001,HEW
339099-001,HEW
341717-001,HEW
344669-001,HEW
344866-001,HEW
344867-001,HEW
344868-001,HEW
345113-051,HEW
345113-551,HEW
345113-851,HEW
345113-951,HEW
348343-001,HEW
348344-001,HEW
348345-001,HEW
348346-001,HEW
350236-001,HEW
350236-001N,HEW
350237-001,HEW
350237-001N,HEW
350238-001,HEW
350238-001N,HEW
355924-001,HEW
355925-001,HEW
355926-001,HEW
355927-001,HEW
355949-888,HEW
360691-001,HEW
365554-001,HEW
367773-001,HEW
367774-001,HEW
367775-001,HEW
370556-001,HEW
370809-001,HEW
371773-001,HEW
371774-001,HEW
371775-001,HEW
373056-001,HEW
373119-001,HEW
373120-001,HEW
373121-001,HEW
374724-001,HEW
374725-001,HEW
374726-001,HEW
377726-888,HEW
381394-001,HEW
381395-001,HEW
383480-001,HEW
383481-001,HEW
383482-001,HEW
383535-001,HEW
383536-001,HEW
383537-001,HEW
383538-001,HEW
383541-001,HEW
383542-001,HEW
383948-001,HEW
383949-001,HEW
383950-001,HEW
385821-001,HEW
385822-001,HEW
387073-001,HEW
392280-001,HEW
392281-001,HEW
392282-001,HEW
392293-001,HEW
392294-001,HEW
392295-001,HEW
393392-001,HEW
393393-001,HEW
393394-001,HEW
393571-001,HEW
393572-001,HEW
393573-001,HEW
394264-001,HEW
394265-001,HEW
394350-001,HEW
394351-001,HEW
394352-001,HEW
396519-001,HEW
396520-001,HEW
397415-B21,HEW
398038-001,HEW
398709-071,HEW
403573-001,HEW
403799-001,HEW
403800-001,HEW
403896-001,HEW
403897-001,HEW
403898-001,HEW
405424-001,HEW
406726-001,HEW
406727-001,HEW
406728-001,HEW
407316-001,HEW
407765-001,HEW
407766-001,HEW
407767-001,HEW
407843-001,HEW
409058-001,HEW
409059-001,HEW
409060-001,HEW
409960-001,HEW
409961-001,HEW
409962-001,HEW
409963-001,HEW
409964-001,HEW
409965-001,HEW
409966-001,HEW
409967-001,HEW
410939-001,HEW
411902-001,HEW
411903-001,HEW
411904-001,HEW
411919-001,HEW
411927-001,HEW
411928-001,HEW
411929-001,HEW
411930-001,HEW
412358-001,HEW
412359-001,HEW
412768-001,HEW
412769-001,HEW
412770-001,HEW
412771-001,HEW
414040-001,HEW
414041-001,HEW
414042-001,HEW
414044-001,HEW
414045-001,HEW
414045-001N,HEW
414046-001,HEW
414046-001N,HEW
416204-001,HEW
416952-001,HEW
416953-001,HEW
416954-001,HEW
416955-001,HEW
416972-001,HEW
416973-001,HEW
416974-001,HEW
416975-001,HEW
416976-001,HEW
416977-001,HEW
417050-001,HEW
417051-001,HEW
417052-001,HEW
417053-001,HEW
417054-001,HEW
417055-001,HEW
417505-001,HEW
417506-001,HEW
417506-001N,HEW
418503-001,HEW
418504-001,HEW
418505-001,HEW
418850-001,HEW
418851-001,HEW
418852-001,HEW
418853-001,HEW
418854-001,HEW
418855-001,HEW
418856-001,HEW
418857-001,HEW
418951-001,HEW
418951-001N,HEW
418952-001,HEW
418952-001N,HEW
418953-001,HEW
419006-001,HEW
419007-001,HEW
419144-001,HEW
419145-001,HEW
419146-001,HEW
419147-001,HEW
419148-001,HEW
419149-001,HEW
419150-001,HEW
419151-001,HEW
419771-001,HEW
430181-001,HEW
431401-001,HEW
431402-001,HEW
431403-001,HEW
432107-001,HEW
432108-001,HEW
432968-001,HEW
432969-001,HEW
432970-001,HEW
434740-001,HEW
434741-001,HEW
434742-001,HEW
435770-001,HEW
435771-001,HEW
435772-001,HEW
438544-001,HEW
438545-001,HEW
438546-001,HEW
441405-001,HEW
441405-002,HEW
441406-001,HEW
441406-002,HEW
442879-001,HEW
443489-001,HEW
445716-885,HEW
